name,county,ward_code,ward_name,political_party,gender
FRANCIS NICODEMUS MUTYOTA,MAKUENI,428,KATHONZWENI,ORANGE DEMOCRATIC MOVEMENT,Male
FRANCIS PATRICK MWENDWA,KITUI,355,TOWNSHIP,MUUNGANO PARTY,Male
FRANCIS RUTH MAKENA,MERU,288,KIAGU,INDEPENDENT,Female
FRANK FRANKLIN OLUOCH,HOMA BAY,1244,HOMA BAY EAST,JUBILEE PARTY,Male
FRANKLIN SIMOTWO KORIR,BUNGOMA,1078,CHEPYUK,AGANO PARTY,Male
FREDRICK BENEDICT MAREKERO,TAITA TAVETA,114,MBOGHONI,THIRDWAY ALLIANCE KENYA,Male
FREDRICK MUMIA AFUBWA,KAKAMEGA,1012,SHEYWE,PROGRESSIVE PARTY OF KENYA,Male
FREDRICK VODOYO CHAHASI,VIHIGA,1051,LUGAGA-WAMULUMA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
FRIDAH MUENDI,MACHAKOS,388,MATUNGULU WEST,JUBILEE PARTY,Female
FUGICHA ABDI ALI,NAIROBI CITY,1400,RUAI,KENYA AFRICAN NATIONAL UNION,Male
FUNAN MOHAMUD ADAN,NAIROBI CITY,1435,EASTLEIGH NORTH,KENYA PATRIOTS PARTY,Male
FUNDI SALMA AMMRI,KILIFI,51,TEZO,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Female
FUNDIA JULIUS MUSAVINI,KAKAMEGA,999,KONGONI,INDEPENDENT,Male
FWAMBA JANET NAFULA,BUNGOMA,1102,MARAKARU TUUTI,JUBILEE PARTY,Male
FWEDAH HIDAYA RASHID,KWALE,40,WAA,SHIRIKISHO PARTY OF KENYA,Male
GAA ROY ODHUL,HOMA BAY,1250,KANYAMWA KOLOGI,INDEPENDENT,Male
GABANE ADAN MOHAMED,WAJIR,168,WAGBERI,PARTY OF NATIONAL UNITY,Male
GABO MAHMUD AHMED,TANA RIVER,90,GARSEN WEST,AMANI NATIONAL CONGRESS,Male
GABREL JOSEPH MIRITI,MERU,264,NAATHU,ORANGE DEMOCRATIC MOVEMENT,Male
GABRIEL EKALALE LOKALIMOE,TURKANA,630,TURKWEL,INDEPENDENT,Male
GABRIEL JULIUS CHACHA,MIGORI,1297,NTIMARU WEST,JUBILEE PARTY,Male
GABRIEL SAMOEI KIPROTICH,KERICHO,946,KAPKUGERWET,INDEPENDENT,Male
GACHANJA EBRAHIM KAMAU,KIAMBU,554,NGENDA,INDEPENDENT,Male
GACHANJA EPHANTUS MUIRURI,MURANG'A,532,KINYONA,JUBILEE PARTY,Male
GACHANJA FRANCIS MAGOCHI,MURANG'A,524,MBIRI,INDEPENDENT,Male
GACHANJA JOSEPH MINYARU,KIAMBU,564,TOWNSHIP,INDEPENDENT,Male
GACHANJA PETER MUGO,KIAMBU,563,KALIMONI,MAENDELEO CHAP CHAP PARTY,Male
GACHAU JOHN MWANIKI,MURANG'A,550,KARIARA,INDEPENDENT,Male
GACHEGE STEPHEN WANJAU,MURANG'A,524,MBIRI,INDEPENDENT,Male
GACHENGECI JOSEPH NGANGA KIARIE,KIAMBU,567,GATUANYAGA,INDEPENDENT,Male
GACHERU PETER MBUGUA,NAKURU,836,BIASHARA,INDEPENDENT,Male
GACHIBI ROBERT KARIUKI,KIAMBU,588,NDENDERU,INDEPENDENT,Male
GACHIE JAMES MUNGAI,KAJIADO,913,NKAIMURUNYA,INDEPENDENT,Male
GACHIE JOHN NDEGWA,NAIROBI CITY,1435,EASTLEIGH NORTH,MAENDELEO CHAP CHAP PARTY,Male
GACHIE PATRICK MAINA,NAIROBI CITY,1442,ZIWANI KARIOKOR,MAENDELEO CHAP CHAP PARTY,Male
GACHINO JOHN THUO,NYANDARUA,454,KANJUIRI RANGE,INDEPENDENT,Male
GACHIRI JOHN MACHARIA,NAKURU,874,RHODA,INDEPENDENT,Male
GACHOKI PETER MBUTII,KIRINYAGA,504,KABARE,AGANO PARTY,Male
GACHOMBA JAMES KIIRU,NYANDARUA,445,NJABINI\KIBURU,JUBILEE PARTY,Male
GACHU SAMUEL GITUATHI,NAIROBI CITY,1389,WOODLEY KENYATTA GOLF COURSE,INDEPENDENT,Male
GACHUGI MUTURI,NAIROBI CITY,1441,PANGANI,MAENDELEO CHAP CHAP PARTY,Male
GACHUGU DAVID NJENGA,NAIROBI CITY,1429,KARIOBANGI SOUTH,PARTY OF NATIONAL UNITY,Male
GACHUHI MACHARIA MAINA,NYERI,478,MAGUTU,INDEPENDENT,Male
GACHUHI SAMUEL KIMANI,NYANDARUA,460,WERU,INDEPENDENT,Male
GACHUI HEZRON MWANGI,KIAMBU,584,RIABAI,JUBILEE PARTY,Male
GACHUKI JAMES GATHU,NYANDARUA,458,GATHANJI,MAENDELEO CHAP CHAP PARTY,Male
GACHUKIA PURITY MUTHONI,MURANG'A,533,KIMORORI WEMPA,MZALENDO SABA SABA PARTY,Female
GACHUMA MARY NJERI,KIAMBU,559,MURERA,SAFINA,Female
GACHURA DAVID NDIGIRIGI,NYERI,468,AGUTHI-GAAKI,PARTY OF NATIONAL UNITY,Male
GACHURU SAMUEL NJUNGE,MURANG'A,534,MAKUYU,INDEPENDENT,Male
GACIRU BONIFACE MUNENE,KIRINYAGA,507,NGARIAMA,MAENDELEO CHAP CHAP PARTY,Male
GACUMA JOSEPH NGICU,KIAMBU,589,MUCHATHA,JUBILEE PARTY,Male
GADUI STEPHEN BURUDI,KAKAMEGA,1004,EAST KABRAS,UNITED DEMOCRATIC PARTY,Male
GAICHU ALEX MBERIA,THARAKA - NITHI,308,NKONDI,KENYA AFRICAN NATIONAL UNION,Male
GAICU AGOSTINO NGAKU,THARAKA - NITHI,308,NKONDI,NATIONAL RAINBOW COALITION- KENYA,Male
GAITHO GEORGE MICHAEL,NYERI,485,CHINGA,INDEPENDENT,Male
GAITUNG U JAMES KANUMI,KIAMBU,597,NACHU,INDEPENDENT,Male
GAKAHU MWANIKI PETER,NYERI,469,MWEIGA,DEMOCRATIC PARTY OF KENYA,Male
GAKII TEDDY MURIMI,THARAKA - NITHI,300,CHOGORIA,INDEPENDENT,Male
GAKONO MOSES NJUE,EMBU,316,GATURI SOUTH,INDEPENDENT,Male
GAKUNGU MICHAEL GITHII,MURANG'A,520,KIRU,JUBILEE PARTY,Male
GAKUNYA MOSES WAIKKWA,NYERI,468,AGUTHI-GAAKI,INDEPENDENT,Male
GAKURE MICHAEL RITHO,KIAMBU,603,NDEIYA,PARTY OF DEMOCRATIC UNITY,Male
GAKURU ALBERT MUCHIRI,KIRINYAGA,496,MUTITHI,NATIONAL RAINBOW COALITION- KENYA,Male
GAKURU BENJAMEN MWANGI,NAIROBI CITY,1383,MUGUMU-INI,NEW DEMOCRATS,Male
GAKURU GEOFFREY MURIMI,KIRINYAGA,510,KIINE,INDEPENDENT,Male
GAKURU PETER MOSES MBAU,MURANG'A,534,MAKUYU,INDEPENDENT,Male
GAKUTHI JULIUS NJERU,EMBU,318,KAGAARI SOUTH,ORANGE DEMOCRATIC MOVEMENT,Male
GALGALO ABDULLAHI BIKA,ISIOLO,246,BURAT,CHAMA MWANGAZA DAIMA,Male
GALGALO ALI BORU,ISIOLO,243,CHARI,INDEPENDENT,Male
GALGALO AMINA ABDULLAHI,ISIOLO,248,GARBATULLA,AMANI NATIONAL CONGRESS,Female
GALGITELE ASSUNTA,MARSABIT,237,KARGI SOUTH HORR,FRONTIER ALLIANCE PARTY,Female
GALMA ISMAIL ALI,ISIOLO,241,WABERA,ORANGE DEMOCRATIC MOVEMENT,Male
GAMBARE JITEWA ISA,MARSABIT,237,KARGI SOUTH HORR,JUBILEE PARTY,Male
GAMBO SAMUEL NDAGO,KILIFI,60,SHIMO LA TEWA,ORANGE DEMOCRATIC MOVEMENT,Male
GANIRA STANLEY KHAMASI,VIHIGA,1064,BANJA,UNITED DEMOCRATIC PARTY,Male
GAO KASIMU,KWALE,35,PONGWE KIKONENI,NEW DEMOCRATS,Male
GAO OMARI ALII,KWALE,36,DZOMBO,NEW DEMOCRATS,Male
GARE JOHN OMBEWA,SIAYA,1179,WEST SAKWA,INDEPENDENT,Male
GATANA DAVID MACHARIA,KIAMBU,561,JUJA,INDEPENDENT,Male
GATATI SAMUEL MUGAMBI,LAIKIPIA,816,SALAMA,INDEPENDENT,Male
GATHAKA JAMES JUSTUS WANYAGA,NYERI,493,GATITU MURUGURU,INDEPENDENT,Male
GATHENGE PATRICK MBURU,KIAMBU,569,GITOTHUA,INDEPENDENT,Male
GATHIAKA BERNARD MUTUGI,KIRINYAGA,509,MUKURE,MAENDELEO CHAP CHAP PARTY,Male
GATHII SHADRACK NJOROGE,NAKURU,842,NAIVASHA EAST,SAFINA,Male
GATHINJI WAMUYU MWANGI,NYERI,467,WAMAGANA,DEMOCRATIC PARTY OF KENYA,Female
GATHIONGO RONALD MAINA,NAIROBI CITY,1447,HURUMA,NATIONAL RAINBOW COALITION- KENYA,Male
GATHIRU MAGDALENE NJERI,NAIROBI CITY,1375,KABIRO,MAENDELEO CHAP CHAP PARTY,Female
GATHITU ISAAC WAHOME,NAKURU,867,KIAMAINA,JUBILEE PARTY,Male
GATHOGO DAVID WAIHUMBU,KIAMBU,597,NACHU,INDEPENDENT,Male
GATHONG'A GEORGE KARIUKI,LAMU,107,MKUNUMBI,JUBILEE PARTY,Male
GATHONGO DUNCAN CHEGE,NAIROBI CITY,1422,LOWER SAVANNAH,JUBILEE PARTY,Male
GATHONI MORRIS THUKU,MURANG'A,520,KIRU,DEMOCRATIC PARTY OF KENYA,Male
GATHUA EUNICE GATHIGIA,KIAMBU,572,KAHAWA SUKARI,INDEPENDENT,Female
GATHUKI EPHANTUS S MBATIA L,MURANG'A,522,WANGU,PARTY OF NATIONAL UNITY,Male
GATHUKI JOHN KARIMI,KIRINYAGA,515,INOI,PARTY OF NATIONAL UNITY,Male
GATHUMBI ANTONY KIMEMIA,NAIROBI CITY,1432,HARAMBEE,JUBILEE PARTY,Male
GATHUMU ANNE NDUTA,KIAMBU,557,CHANIA,FARMERS PARTY,Female
GATHURA PETER NJOROGE,MOMBASA,1,PORT REITZ,JUBILEE PARTY,Male
GATHURI DANIEL MUREITHI,LAMU,108,HONGWE,JUSTICE AND FREEDOM PARTY,Male
GATHURI SAMUEL NJUGUNA,KIAMBU,586,CIANDA,CHAMA MWANGAZA DAIMA,Male
GATI CHACHA JOHN,MIGORI,1296,GOKEHARAKA GETAMBWEGA,MAENDELEO CHAP CHAP PARTY,Male
GATIITHI KENETH GATHERU,NYERI,490,MUKURWE-INI CENTRAL,JUBILEE PARTY,Male
GATIMU JAMES MUTHEE,KIRINYAGA,502,GATHIGIRIRI,NATIONAL RAINBOW COALITION- KENYA,Male
GATIRO GODFREY HINGA,KAJIADO,913,NKAIMURUNYA,PARTY OF DEMOCRATIC UNITY,Male
GATITI SHUNEM NGIRA,EMBU,327,KIAMBERE,INDEPENDENT,Female
GATITU SAMUEL MACHARIA,MURANG'A,516,KANYENYA-INI,JUBILEE PARTY,Male
GATOHO GIDEON GITAU,KIAMBU,560,THETA,CHAMA MWANGAZA DAIMA,Male
GATONG'O PHILIP NJOROGE,KIAMBU,557,CHANIA,DEMOCRATIC PARTY OF KENYA,Male
GATUANGA KOBIA NICHOLAS,NAIROBI CITY,1430,MARINGO HAMZA,INDEPENDENT,Male
GATUMA JOSPHINE,MERU,281,TIMAU,CHAMA MWANGAZA DAIMA,Female
GATUMU FREDRICK MUGENDI,EMBU,316,GATURI SOUTH,MAENDELEO CHAP CHAP PARTY,Male
GATUMU JOHN GICHOVI,EMBU,313,NGINDA,JUBILEE PARTY,Male
GATUNDU CHARLES MURITHI,THARAKA - NITHI,304,MUGWE,MAENDELEO CHAP CHAP PARTY,Male
GATUNE ANTONY NG'ANG'A,NAIROBI CITY,1392,KAHAWA WEST,JUBILEE PARTY,Male
GATUNE WANJIRU PERIS,MACHAKOS,396,MUTHWANI,INDEPENDENT,Female
GATUOTA NAFTARY DAVID NJAMA,KIAMBU,599,KIKUYU,INDEPENDENT,Male
GATURA DANIEL NDUNGU,MURANG'A,520,KIRU,INDEPENDENT,Male
GATURA PETER NGIGI,NAIROBI CITY,1413,DANDORA AREA II,INDEPENDENT,Male
GATUYU MARTIN KABERIA,MERU,260,KANGETA,MAENDELEO CHAP CHAP PARTY,Male
GAWAWA ISSA BUYA,TANA RIVER,91,GARSEN NORTH,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
GAYA FREDRICK OTIENO,HOMA BAY,1235,WANGCHIENG,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
GAYA JULIUS ODHIAMBO,HOMA BAY,1232,CENTRAL,ORANGE DEMOCRATIC MOVEMENT,Male
GECHEMBA JAMES OMWOYO,KISII,1308,BORABU CHITAGO,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
GED MARYAN IBRAHIM,WAJIR,170,BARWAGO,AMANI NATIONAL CONGRESS,Female
GEDI IBRAHIM NUH,WAJIR,173,SARMAN,JUBILEE PARTY,Male
GEDI SHALLE ISMAIL,GARISSA,131,WABERI,JUBILEE PARTY,Male
GEGE HARRY MKUNGURU,KILIFI,67,MWAWESA,SAFINA,Male
GEKANANA PETER MOINDI,KISII,1333,KEUMBU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
GEKE SAGWE KODECK,NYAMIRA,1355,BONYAMATUTA,INDEPENDENT,Male
GEKOMBE STEPHEN MOTURI,KISII,1315,MASIGE WEST,PEOPLES DEMOCRATIC PARTY,Male
GEKONGE BEN OBANGI,NYAMIRA,1365,ESISE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
GEKONGE JAPHETH GESAGE,KISII,1326,ICHUNI,INDEPENDENT,Male
GELDO CHUME AHMED,MARSABIT,235,MARSABIT CENTRAL,MAENDELEO CHAP CHAP PARTY,Male
GENGA JULIUS OCHIENG,KISUMU,1215,MUHORONI KORU,ORANGE DEMOCRATIC MOVEMENT,Male
GENYA EUSTINA IDZA,MOMBASA,13,MTOPANGA,JUBILEE PARTY,Female
GEOFFREY DANSON KATHIRU,KIRINYAGA,500,NYANGATI,INDEPENDENT,Male
GEOFFREY GICHANA NYAGWAYA,MOMBASA,18,MKOMANI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
GEOFFREY KIPKEMOI,KERICHO,958,KABIANGA,PARTY OF DEMOCRATIC UNITY,Male
GEOFFREY LOMALA GODFREY,TURKANA,627,LODWAR TOWNSHIP,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
GEOFFREY MARIITA MOKAYA,KISII,1337,MONYERERO,KENYA NATIONAL CONGRESS,Male
GEOFFREY NDOCHA NYAKUNDI,KISII,1337,MONYERERO,ECONOMIC FREEDOM PARTY,Male
GEOFFREY SAGAMO CHACHA,MIGORI,1290,BUKIRA CENTRL IKEREGE,JUBILEE PARTY,Male
GEOFFREY TOBINO,BUSIA,1146,MARACHI NORTH,INDEPENDENT,Male
GEORGE AROGO,MIGORI,1266,SOUTH SAKWA,PARTY OF DEMOCRATIC UNITY,Male
GEORGE AWUOR NYAMWAYA,TRANS NZOIA,684,MATISI,ORANGE DEMOCRATIC MOVEMENT,Male
GEORGE DURO OKINYI,MIGORI,1285,MACALDER KANYARWANDA,ORANGE DEMOCRATIC MOVEMENT,Male
GEORGE OLWAL OMONDI,KISUMU,1190,KOLWA CENTRAL,ORANGE DEMOCRATIC MOVEMENT,Male
GERALD ONYIEGO OMARIBA,KISII,1340,KEGOGI,INDEPENDENT,Male
GESORA JOSPHAT OMWOYO,NAIROBI CITY,1384,SOUTH C,DEMOCRATIC CONGRESS,Male
GESURA FINLEY OTWORI,NYAMIRA,1358,BOMWAGAMO,THE NATIONAL VISION PARTY,Male
GESURE DUNCAN MWALYO,MACHAKOS,390,MITABONI,MUUNGANO PARTY,Male
GETANDA ERICK OTERI,KISII,1326,ICHUNI,CHAMA CHA MASHINANI,Male
GETANDA ZACHARIA GIKENYI,KISII,1328,MASIMBA,AMANI NATIONAL CONGRESS,Male
GETANGITA THOMAS RANGE,MIGORI,1293,MASABA,INDEPENDENT,Male
GETENGA SAMUEL BEN,KISII,1336,IBENO,INDEPENDENT,Male
GETII CHARLES MOMANYI,KISII,1335,BIRONGO,INDEPENDENT,Male
GETUI DOMINIC MIKWARA,NAIROBI CITY,1387,LINDI,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
GIBEON SAKWA,NAROK,885,KIMINTET,INDEPENDENT,Male
GICAMU JOHN NJUGUNA,NAKURU,854,NYOTA,INDEPENDENT,Male
GICHAIYA DINAH WANJA,KIRINYAGA,500,NYANGATI,INDEPENDENT,Female
GICHANA JOHN MARK,NYAMIRA,1346,RIGOMA,KENYA NATIONAL CONGRESS,Male
GICHANA MANASE NDEMO,KISII,1338,SENSI,INDEPENDENT,Male
GICHANE EPHANTUS KINGORI,NAIROBI CITY,1381,KAREN,INDEPENDENT,Male
GICHANGA JAMES MUTHAMI,NYERI,490,MUKURWE-INI CENTRAL,MAENDELEO CHAP CHAP PARTY,Male
GICHEHA SAMUEL GUTU,NAKURU,848,MURINDATI,MAENDELEO CHAP CHAP PARTY,Male
GICHERO FRANCIS MWAI,NAIROBI CITY,1416,KAYOLE NORTH,INDEPENDENT,Male
GICHERU DANSON NJOROGE,KIAMBU,556,GITHOBOKONI,INDEPENDENT,Male
GICHERU DAVID WAIHUMBU,KIAMBU,597,NACHU,SAFINA,Male
GICHERU FRANCIS GITAHI,NAKURU,862,VISOI,INDEPENDENT,Male
GICHERU GEORGE KIMURI,NYERI,478,MAGUTU,INDEPENDENT,Male
GICHIMU CHARLES MUGUKU THUO,MURANG'A,517,MUGURU,INDEPENDENT,Male
GICHIMU KENNEDY MACHARIA,MURANG'A,517,MUGURU,MAENDELEO CHAP CHAP PARTY,Male
GICHINI WILLIAM WAMWEA,KIAMBU,598,SIGONA,INDEPENDENT,Male
GICHOHI ERIC MWANGI,NYERI,483,MAHIGA,MAENDELEO CHAP CHAP PARTY,Male
GICHOHI PETER MIGWI,NAIROBI CITY,1416,KAYOLE NORTH,PARTY OF DEMOCRATIC UNITY,Male
GICHOHO JOHN MACHARIA,NYERI,490,MUKURWE-INI CENTRAL,NATIONAL RAINBOW COALITION- KENYA,Male
GICHONGE SAMUEL KARIUKI,NAIROBI CITY,1413,DANDORA AREA II,INDEPENDENT,Male
GICHORE JOHN MACHARIA,MURANG'A,517,MUGURU,INDEPENDENT,Male
GICHUHI ANTHONY MUHANDA,NYANDARUA,454,KANJUIRI RANGE,DEMOCRATIC PARTY OF KENYA,Male
GICHUHI ANTONY MACHARIA,MURANG'A,538,NGINDA,INDEPENDENT,Male
GICHUHI ASFORD MWANGI,NAKURU,842,NAIVASHA EAST,INDEPENDENT,Male
GICHUHI FRANCIS KIMANI,KIAMBU,588,NDENDERU,INDEPENDENT,Male
GICHUHI GEORGE KINUTHIA,NYANDARUA,457,RURII,INDEPENDENT,Male
GICHUHI JACKSON KABINGU,NYERI,478,MAGUTU,JUBILEE PARTY,Male
GICHUHI JOSPHAT KAMANYA,KIAMBU,590,KIHARA,MAZINGIRA GREENS PARTY OF KENYA,Male
GICHUHI SIMON NGUMO,NAKURU,863,MOSOP,MAENDELEO CHAP CHAP PARTY,Male
GICHUKI CHARLES GITANGU,NYERI,487,GIKONDI,MAZINGIRA GREENS PARTY OF KENYA,Male
GICHUKI DORIS WANGECI,GARISSA,133,TOWNSHIP,MAENDELEO CHAP CHAP PARTY,Female
GICHUKI GEORGE MAINA,NYERI,486,KARIMA,INDEPENDENT,Male
GICHUKI JAMES MWANGI,NYANDARUA,441,ENGINEER,INDEPENDENT,Male
GICHUKI JOSEPH WAHOME,NYERI,467,WAMAGANA,MAENDELEO CHAP CHAP PARTY,Male
GICHUKI JOSHUA KAMAKIA,NAKURU,846,MBARUK EBURU,MAENDELEO CHAP CHAP PARTY,Male
GICHUKI KENETH SAMUEL,NAIROBI CITY,1385,NYAYO HIGHRISE,INDEPENDENT,Male
GICHUKI MICHAEL MUTURI,NAIROBI CITY,1370,MOUNTAIN VIEW,JUBILEE PARTY,Male
GICHUKI SAMUEL KARIUKI,NYERI,494,RURING'U,JUBILEE PARTY,Male
GICHUKI SAMUEL MUTIGA,LAMU,109,WITU,SAFINA,Male
GICHUKI SAMUEL NDEGWA,NYERI,467,WAMAGANA,INDEPENDENT,Male
GICHUKI SIMON WACHIRA,NAIROBI CITY,1396,CLAY CITY,INDEPENDENT,Male
GICHUKI WASHINGTON NDERITU,NAKURU,865,DUNDORI,MAENDELEO CHAP CHAP PARTY,Male
GICHUKI ZIPPORAH WAMBUI,NYERI,489,MUKURWE-INI WEST,ORANGE DEMOCRATIC MOVEMENT,Female
GICHUNGE AMBROSE,MERU,256,AKIRANG'ONDU,JUBILEE PARTY,Male
GICHUNGE TITUS MITHIKA,MERU,261,ANTUAMBUI,MAENDELEO CHAP CHAP PARTY,Male
GICHURI RAPHAEL MUCHEMBE,NYERI,485,CHINGA,INDEPENDENT,Male
GICHURU MORRIS KOOME,MERU,294,ABOGETA WEST,INDEPENDENT,Male
GIDEON PESI MARIPET,NAROK,908,MARA,CHAMA CHA MASHINANI,Male
GIITWA ANTONY MUSAVA,EMBU,323,MWEA,ORANGE DEMOCRATIC MOVEMENT,Male
GIKANDI DENNIS THUMBI,NAKURU,865,DUNDORI,KENYA AFRICAN NATIONAL UNION,Male
GIKANDI HENRY KAMWENJI,NYERI,478,MAGUTU,INDEPENDENT,Male
GIKANDI JACKSON KIAMA,NAIROBI CITY,1417,KAYOLE CENTRAL,INDEPENDENT,Male
GIKARIA JOSEPH GITHINJI,NYERI,481,KIRIMUKUYU,INDEPENDENT,Male
GIKARU DAVID NDURU,LAMU,107,MKUNUMBI,PARTY OF NATIONAL UNITY,Male
GIKENYI JAMES SOSI,KISII,1316,MASIGE EAST,KENYA NATIONAL CONGRESS,Male
GIKONDE PAUL KANYINGI,NYERI,489,MUKURWE-INI WEST,DEMOCRATIC PARTY OF KENYA,Male
GIKONYO CLEMENT NGURE,NAKURU,867,KIAMAINA,INDEPENDENT,Male
GIKONYO JOHN MBURU,UASIN GISHU,713,HURUMA,PARTY OF NATIONAL UNITY,Male
GIKONYO MOSES MURIGI,MURANG'A,542,GAICHANJIRU,INDEPENDENT,Male
GIKONYO STEPHEN KANYI,NAIROBI CITY,1409,PIPELINE,JUBILEE PARTY,Male
GIKUNDA PURITY KARIMI,KAJIADO,913,NKAIMURUNYA,MAENDELEO CHAP CHAP PARTY,Female
GIKUNDI KENNETH MUTUMA,MERU,276,MUNICIPALITY,MAZINGIRA GREENS PARTY OF KENYA,Male
GIKURI MUGENDI PAUL,MERU,270,MBEU,MAENDELEO CHAP CHAP PARTY,Male
GILBERT CHERUIYOT,BOMET,973,SIGOR,KENYA AFRICAN NATIONAL UNION,Male
GILBERT KIPROB NGETICH,KERICHO,950,KISIARA,JUBILEE PARTY,Male
GILBERT ROYFORD MUCHIRI,THARAKA - NITHI,303,MAGUMONI,INDEPENDENT,Male
GIMOI WYCLIFFE SHITOSHE,KAKAMEGA,1005,BUTALI CHEGULO,INDEPENDENT,Male
GIRATUM JOHN BOSCO,WEST POKOT,656,ALALE,PARTY FOR DEVELOPMENT AND REFORM,Male
GIRUA MAROA MWITA,MIGORI,1294,TAGARE,MAENDELEO CHAP CHAP PARTY,Male
GIRURE FESTUS MUSODA,VIHIGA,1066,TAMBUA,AMANI NATIONAL CONGRESS,Male
GISAIRO ALFRIDAH BOCHABERI,NYAMIRA,1347,GACHUBA,WIPER DEMOCRATIC MOVEMENT- KENYA,Female
GISESA EMMANUEL NYAMBEGA,NYAMIRA,1346,RIGOMA,ORANGE DEMOCRATIC MOVEMENT,Male
GISORE NGISA JAMES,KISII,1307,BOGETENGA,PEOPLES DEMOCRATIC PARTY,Male
GITAGA ALOYS GUTO,KISII,1341,BOGUSERO,AMANI NATIONAL CONGRESS,Male
GITAGA ROBERT ONGUTI,KISII,1301,BOMARIBA,MAENDELEO CHAP CHAP PARTY,Male
GITAHI DAVID IKUBU,NAIROBI CITY,1437,AIRBASE,MAENDELEO CHAP CHAP PARTY,Male
GITAHI PETTERSON NJUGUNA,NAKURU,844,GILGIL,PARTY OF NATIONAL UNITY,Male
GITAKA PETER NJEHIA,NYANDARUA,445,NJABINI\KIBURU,INDEPENDENT,Male
GITARI ANDREW WACIRA,KIRINYAGA,515,INOI,INDEPENDENT,Male
GITARI JOHN MUCHIRA,KIRINYAGA,505,BARAGWI,INDEPENDENT,Male
GITARI MARGARET MUKWANJERU,THARAKA - NITHI,300,CHOGORIA,JUBILEE PARTY,Female
GITAU EVANS MUTUA,NAKURU,844,GILGIL,INDEPENDENT,Male
GITAU FREDRICK MUIGAI,KIAMBU,560,THETA,INDEPENDENT,Male
GITAU GEOFFREY MARTIN,NAIROBI CITY,1398,KASARANI,INDEPENDENT,Male
GITAU GIDEON GACHARAH,KIAMBU,603,NDEIYA,JUBILEE PARTY,Male
GITAU JAMES MWANGI,TRANS NZOIA,679,BIDII,INDEPENDENT,Male
GITAU JOSEPH KIMANI,MURANG'A,543,ITHIRU,INDEPENDENT,Male
GITAU KENNEDY NDUNGU,KAJIADO,923,OLOOSIRKON SHOLINKE,INDEPENDENT,Male
GITAU MARY WANJIRU,NYANDARUA,443,NORTH KINANGOP,INDEPENDENT,Female
GITAU MONICAH WANGARE,NAKURU,848,MURINDATI,INDEPENDENT,Female
GITAU PAUL MBURU,NAIROBI CITY,1374,KILELESHWA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
GITAU PETER WANYOIKE,NAIROBI CITY,1412,DANDORA AREA I,JUBILEE PARTY,Male
GITAU SAMUEL MBUGUA,NYANDARUA,441,ENGINEER,MAENDELEO CHAP CHAP PARTY,Male
GITAU STANLEY MWANGI,MURANG'A,529,MUTHITHI,MZALENDO SABA SABA PARTY,Male
GITENDE KEVIN MACHARIA,EMBU,325,MBETI SOUTH,INDEPENDENT,Male
GITENE VINCENT ONYANDO,KISII,1345,NYATIEKO,KENYA NATIONAL CONGRESS,Male
GITEYA JOSEPHAT NYARANGI,KISII,1327,NYAMASIBI,MAENDELEO DEMOCRATIC PARTY,Male
GITHAE DANIEL KIBANYA,KIRINYAGA,514,KERUGOYA,NATIONAL RAINBOW COALITION- KENYA,Male
GITHAE GEORGE KAMAU,KIAMBU,554,NGENDA,INDEPENDENT,Male
GITHAE GEORGE WANJAU,NYERI,478,MAGUTU,DEMOCRATIC PARTY OF KENYA,Male
GITHAIGA FELIX KARIUKI,KAJIADO,915,NGONG,INDEPENDENT,Male
GITHAIGA FRANCIS MURAYA,NYANDARUA,457,RURII,INDEPENDENT,Male
GITHAIGA HOSEA MACHARIA,NYERI,484,IRIA-INI,INDEPENDENT,Male
GITHAIGA JUSTUS MBOGO,NAIROBI CITY,1427,UMOJA II,INDEPENDENT,Male
GITHAIGA MARTIN NJOROGE,KIAMBU,557,CHANIA,JUBILEE PARTY,Male
GITHAIGA NAOMI WANJIRU,KIAMBU,575,MWIKI,INDEPENDENT,Female
GITHAIGA PAUL GITHINJI,NYERI,491,KIGANJO MATHARI,INDEPENDENT,Male
GITHAMARI DAVIDSON GICHEHA,TRANS NZOIA,695,MAKUTANO,PARTY OF NATIONAL UNITY,Male
GITHATU RICHARD MURIUKI,NAKURU,871,LONDON,MAENDELEO CHAP CHAP PARTY,Male
GITHENGI DANIEL KAMAU,NAKURU,875,SHAABAB,JUBILEE PARTY,Male
GITHII PETER KARIUKI,NYERI,492,RWARE,INDEPENDENT,Male
GITHINJI DANIEL,KIAMBU,572,KAHAWA SUKARI,INDEPENDENT,Male
GITHINJI FRANCIS MUKURIA,LAIKIPIA,814,MARMANET,INDEPENDENT,Male
